user_id,status_id,created_at,text,source,favorite_count,retweet_count,lang,followers_count,friends_count,statuses_count,account_lang,account_created_at,tags
1269440827,1055353687747543042,2018-10-25T07:01:41Z,When the numbers don’t tell the whole story - https://t.co/pXb14jnuOd #rstats,IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055353684505362434,2018-10-25T07:01:40Z,Create a Glossary in R Markdown - https://t.co/Jd778Ttdv8 #rstats,IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055592874866290690,2018-10-25T22:52:07Z,Getting started Stamen maps with ggmap - https://t.co/3VNNYQpiKS #rstats,IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055489559264460807,2018-10-25T16:01:35Z,How DataCamp Handles Course Quality - https://t.co/O6fQccMMwz #rstats,IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055770288770695169,2018-10-26T10:37:06Z,Popular Halloween Candy on US State Grid Map - https://t.co/v4WkgG4Ztu #rstats,IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055481923064291328,2018-10-25T15:31:15Z,"Drawing beautiful maps programmatically with R, sf and ggplot2 — Part 1: Basics - https://t.co/RIUen5xXIU #rstats",IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
1269440827,1055625592278802437,2018-10-26T01:02:08Z,"Drawing beautiful maps programmatically with R, sf and ggplot2 — Part 3: Layouts - https://t.co/Cbqz7pY54u #rstats",IFTTT,0,1,en,1459,268,18846,fr,2013-03-15T10:53:53Z,rstats
961691888939126784,1055400840335376384,2018-10-25T10:09:03Z,"World Cup 2018 
Top 10 Players: Passing From Inside of the Box 

Example of how powerful and simple the dplyr package is

#SBdata #rstats #dplyr https://t.co/HSLxQTMPlt",Twitter Web Client,29,6,en,2570,363,719,en,2018-02-08T20:03:08Z,SBdata|rstats|dplyr
287836809,1055490043882729473,2018-10-25T16:03:31Z,How DataCamp Handles Course Quality via #rbloggers #rstats #datascience https://t.co/iaMoqxsQG5,IFTTT,0,3,en,2425,2810,7055,en,2011-04-25T19:32:57Z,rbloggers|rstats|datascience
287836809,1055595694998851590,2018-10-25T23:03:20Z,Getting started Stamen maps with ggmap via #rbloggers #rstats #datascience https://t.co/SrzdJUGMly,IFTTT,1,2,en,2425,2810,7055,en,2011-04-25T19:32:57Z,rbloggers|rstats|datascience
287836809,1055625885112590336,2018-10-26T01:03:18Z,"Drawing beautiful maps programmatically with R, sf and ggplot2 — Part 3: Layouts via #rbloggers #rstats #datascience https://t.co/zpd5Uq3Yzo",IFTTT,0,1,en,2425,2810,7055,en,2011-04-25T19:32:57Z,rbloggers|rstats|datascience
287836809,1055758001578106881,2018-10-26T09:48:17Z,Popular Halloween Candy on US State Grid Map via #rbloggers #rstats #datascience https://t.co/DvhKUTa0BM,IFTTT,1,1,en,2425,2810,7055,en,2011-04-25T19:32:57Z,rbloggers|rstats|datascience
287836809,1055482403953750017,2018-10-25T15:33:09Z,"Drawing beautiful maps programmatically with R, sf and ggplot2 — Part 1: Basics via #rbloggers #rstats #datascience https://t.co/zHbcHlTbKL",IFTTT,0,2,en,2425,2810,7055,en,2011-04-25T19:32:57Z,rbloggers|rstats|datascience
18238982,1055595091501428736,2018-10-25T23:00:56Z,"Posted by kjytay, now on R-bloggers: Getting started Stamen maps with ggmap #rstats https://t.co/o8aes5oGT1",IFTTT,0,1,en,916,821,22598,de,2008-12-19T09:55:42Z,rstats
18238982,1055758505507020800,2018-10-26T09:50:17Z,"Posted by R on Chi's Impe[r]fect Blog, now on R-bloggers: Popular Halloween Candy on US State Grid Map #rstats https://t.co/asQbC5o6rq",IFTTT,0,1,en,916,821,22598,de,2008-12-19T09:55:42Z,rstats
